,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
10,"('WPNAV_TER_MARGIN', 0.0013761558420575248)","('RCMAP_THROTTLE', 0.0072547960562352465)","('OSD3_HOME_EN', 0.004290406691808024)","('H_RSC_THRCRV_75', 0.008104883848566447)","('GPS_AUTO_SWITCH', 0.011464950120468775)","('AHRS_ORIENTATION', 0.006919958719449282)","('BARO_FLTR_RNG', 0.002588167295143551)","('EK3_FLOW_DELAY', 0.0033109915229238007)","('FOLL_OFS_Z', 0.008933303688639649)","('BRD_RADIO_STKMD', 0.0022018661018575747)","('BARO_FLTR_RNG', 0.009888177406531695)","('EK3_CHECK_SCALE', 0.002223473450718383)","('COMPASS_ORIENT3', 0.004225112252159491)","('ZIGZ_SPRAYER', 0.002215842919639832)","('TMODE_LEFT', 0.0032896367582967434)","('ZIGZ_LINE_NUM', 0.005186321051310894)","('ATC_RAT_RLL_P', 0.003154648435835794)","('RNGFND8_PWRRNG', 0.001264682228857672)","('RNGFND7_PWRRNG', 0.0016102276578796593)","('COMPASS_ORIENT3', 0.009092591944785955)","('EK2_FLOW_DELAY', 0.0068970712844101945)","('PLND_ENABLED', 0.014636281344962199)","('AROT_TARG_SP', 0.045248827983259576)","('EK2_MAG_CAL', 0.0031421252995670335)","('OSD1_CLIMBEFF_EN', 0.0029214988694845623)","('COMPASS_LEARN', 0.003460107425825143)","('BTN_OPTIONS3', 0.0014614636406526937)","('CHUTE_ENABLED', 0.006228451205439689)","('EK2_GPS_CHECK', 0.013073674318245576)","('OSD4_ASPD2_EN', 0.014142456338273712)"
11,"('EK2_CHECK_SCALE', 0.0013382631901015518)","('RCMAP_PITCH', 0.007254221977562092)","('OSD4_HOME_EN', 0.004290406691808024)","('DISARM_DELAY', 0.007975649775674332)","('SERIAL_PASS1', 0.008966536148448445)","('COMPASS_MOT2_X', 0.0013064300734443313)","('COMPASS_FLTR_RNG', 0.002588167295143551)","('BARO_FLTR_RNG', 0.003285721654839424)","('RALLY_LIMIT_KM', 0.008924082926759391)","('ACRO_Y_EXPO', 0.0010897596123647935)","('COMPASS_FLTR_RNG', 0.009888177406531695)","('IM_STB_COL_1', 0.0017938600544608052)","('MNT_LEAD_PTCH', 0.0035526407457463494)","('ACRO_Y_EXPO', 0.0013377039693264203)","('TMODE_ACTION5', 0.003266657684271701)","('TMODE_ACTION1', 0.0049182643120697644)","('ATC_ANG_RLL_P', 0.0031523953551169104)","('RNGFND9_PWRRNG', 0.001264682228857672)","('RNGFND8_PWRRNG', 0.0016102276578796593)","('ATC_RAT_YAW_P', 0.0012542897943593756)","('EK3_FLOW_DELAY', 0.0068970712844101945)","('EK2_OGN_HGT_MASK', 0.014312402397074875)","('OSD1_HEADING_EN', 0.03398889133112526)","('SIMPLE', 0.0030194772969709405)","('OSD2_CLIMBEFF_EN', 0.0029214988694845623)","('ACRO_Y_RATE', 0.002089001003214963)","('H_RSC_SLEWRATE', 0.0014069917388430664)","('BRD_RADIO_TSIGCH', 0.0061642828905150715)","('EK3_GPS_CHECK', 0.013073674318245576)","('OSD1_BAT2USED_EN', 0.014057343195042038)"
12,"('EK3_CHECK_SCALE', 0.0013382631901015518)","('RCMAP_ROLL', 0.0072536435031802515)","('OSD1_HOMEDIR_EN', 0.004288055363080412)","('PLND_ENABLED', 0.007916221550356761)","('SERIAL_PASS2', 0.008966536148448445)","('COMPASS_MOT3_X', 0.0013064300734443313)","('PRX_IGN_GND', 0.0023168917742968365)","('COMPASS_FLTR_RNG', 0.003285721654839424)","('GPS_SAVE_CFG', 0.00847414150670689)","('PILOT_Y_EXPO', 0.0010786432964472459)","('EK2_CHECK_SCALE', 0.008534066879903435)","('IM_STB_COL_4', 0.0017934033965032459)","('MNT2_LEAD_PTCH', 0.0035526407457463494)","('PILOT_Y_EXPO', 0.0013240584462601568)","('TMODE_ACTION6', 0.003263265281066574)","('TMODE_LEFT', 0.004829477219150502)","('ATC_RAT_RLL_I', 0.003094326342533038)","('RNGFNDA_PWRRNG', 0.001264682228857672)","('RNGFND9_PWRRNG', 0.0016102276578796593)","('ATC_ANG_YAW_P', 0.0012533936898416753)","('BARO_FLTR_RNG', 0.006844432043168092)","('EK3_OGN_HGT_MASK', 0.014312402397074875)","('OSD2_HEADING_EN', 0.03398889133112526)","('AHRS_YAW_P', 0.002714458518955132)","('OSD3_CLIMBEFF_EN', 0.0029214988694845623)","('ACRO_RP_RATE', 0.00207633921645467)","('PLND_ACC_P_NSE', 0.0013769158576754092)","('CHUTE_OPTIONS', 0.00600550102281272)","('GPS_MIN_ELEV', 0.011245768597317962)","('OSD2_BAT2USED_EN', 0.014057343195042038)"
13,"('LGR_DEPLOY_ALT', 0.0012432510108117967)","('CAM_SERVO_ON', 0.007206879727771787)","('OSD2_HOMEDIR_EN', 0.004288055363080412)","('PLND_RET_BEHAVE', 0.007545871690505468)","('CAN_D1_UC_SRV_BM', 0.008653717428433683)","('COMPASS_MOT2_Y', 0.0012992493495730395)","('ATC_THR_MIX_MAN', 0.002269977608784335)","('PRX_IGN_GND', 0.002941332845450506)","('GPS_SBAS_MODE', 0.007696472199309468)","('IM_STB_COL_1', 0.001071265185407122)","('EK3_CHECK_SCALE', 0.008534066879903435)","('ACRO_Y_EXPO', 0.0015580523356016895)","('ZIGZ_SPRAYER', 0.003406850471607603)","('IM_STB_COL_1', 0.0013150016521631391)","('BARO1_WCF_LFT', 0.0032279499770803133)","('TMODE_ACTION5', 0.0047957419095477904)","('RCMAP_PITCH', 0.0030255714102590536)","('RNGFND1_SCALING', 0.0012300670847442685)","('RNGFNDA_PWRRNG', 0.0016102276578796593)","('ATC_RAT_YAW_I', 0.0012302984484434676)","('COMPASS_FLTR_RNG', 0.006844432043168092)","('PLND_RET_BEHAVE', 0.013951542456545507)","('OSD3_HEADING_EN', 0.03398889133112526)","('TERRAIN_OFS_MAX', 0.0012301774452797565)","('OSD4_CLIMBEFF_EN', 0.0029214988694845623)","('ACRO_THR_MID', 0.0019679779292699484)","('EK2_CHECK_SCALE', 0.001330343727073524)","('ADSB_LIST_RADIUS', 0.00570788822550039)","('AHRS_GPS_MINSATS', 0.01110647615539151)","('OSD3_BAT2USED_EN', 0.014057343195042038)"
14,"('CHUTE_ALT_MIN', 0.0011571981434828071)","('LAND_REPOSITION', 0.007009798123679523)","('OSD3_HOMEDIR_EN', 0.004288055363080412)","('ZIGZ_SPRAYER', 0.00699882747302305)","('CAN_D2_UC_SRV_BM', 0.008653717428433683)","('COMPASS_MOT2_Z', 0.0012992493495730395)","('BATT2_LOW_TIMER', 0.0019357916059011826)","('BATT2_LOW_TIMER', 0.002457519809751396)","('INS_HNTC2_OPTS', 0.007323169006396957)","('IM_STB_COL_4', 0.0010709924764127354)","('PSC_ACC_XY_FILT', 0.0078339979984835)","('PILOT_Y_EXPO', 0.0015421591039365135)","('MNT_LEAD_RLL', 0.0030298442929992397)","('IM_STB_COL_4', 0.0013146668958551322)","('BARO2_WCF_LFT', 0.0032279499770803133)","('TMODE_ACTION6', 0.004790761562111001)","('PSC_POSZ_P', 0.002991583326943159)","('RNGFND2_SCALING', 0.0012300670847442685)","('RNGFND1_SCALING', 0.001566154719112034)","('ATC_RAT_YAW_D', 0.0012294466421575168)","('ZIGZ_SPRAYER', 0.006725480895612979)","('EK3_DRAG_BCOEF_Y', 0.013370357886555162)","('OSD4_HEADING_EN', 0.03398889133112526)","('GPS_POS1_Y', 0.0011001014802429765)","('RTL_ALT', 0.002727980702537103)","('ACRO_Y_EXPO', 0.0018329230613930436)","('EK3_CHECK_SCALE', 0.001330343727073524)","('THROW_MOT_START', 0.005683354065191382)","('OSD1_AVGCELLV_EN', 0.01032156568644993)","('OSD4_BAT2USED_EN', 0.014057343195042038)"
15,"('EK3_GPS_VACC_MAX', 0.0011133650132798545)","('RALLY_INCL_HOME', 0.006743407060259887)","('OSD4_HOMEDIR_EN', 0.004288055363080412)","('FS_CRASH_CHECK', 0.005691683140644277)","('CAN_D3_UC_SRV_BM', 0.008653717428433683)","('COMPASS_MOT3_Y', 0.0012992493495730395)","('BATT3_LOW_TIMER', 0.0019357916059011826)","('BATT3_LOW_TIMER', 0.002457519809751396)","('INS_HNTCH_OPTS', 0.007323169006396957)","('FHLD_BRAKE_RATE', 0.0008500550572845267)","('FLOW_FYSCALER', 0.00716138924880616)","('H_CYC_MAX', 0.0013791179216889882)","('MNT2_LEAD_RLL', 0.0030298442929992397)","('AHRS_CUSTOM_ROLL', 0.0012316880019226373)","('BARO3_WCF_LFT', 0.0032279499770803133)","('BARO1_WCF_LFT', 0.004738915577699787)","('AHRS_CUSTOM_ROLL', 0.0029150713265284622)","('RNGFND3_SCALING', 0.0012300670847442685)","('RNGFND2_SCALING', 0.001566154719112034)","('EK3_GSF_RST_MAX', 0.001213225894843073)","('PRX_IGN_GND', 0.006127041451418291)","('EK3_DRAG_BCOEF_X', 0.01214586098310444)","('GPS_BLEND_TC', 0.03154760940594159)","('GPS_POS2_Y', 0.0010992626099205483)","('PILOT_TKOFF_ALT', 0.002727378334616004)","('ACRO_Y_RATE_TC', 0.0018068005595209824)","('EK2_NOAID_M_NSE', 0.0013296984054904648)","('ADSB_LIST_ALT', 0.005185359918645993)","('OSD2_AVGCELLV_EN', 0.01032156568644993)","('PRX_MAX', 0.009855146947622018)"
16,"('FOLL_ALT_TYPE', 0.001047498759699117)","('FENCE_RADIUS', 0.006605521066451403)","('RALLY_LIMIT_KM', 0.0030654322657436284)","('GPS_SBAS_MODE', 0.004437460551797279)","('CAN_D1_UC_ESC_BM', 0.008652105500138174)","('COMPASS_MOT3_Z', 0.0012992493495730395)","('BATT4_LOW_TIMER', 0.0019357916059011826)","('BATT4_LOW_TIMER', 0.002457519809751396)","('FOLL_SYSID', 0.00681989062001731)","('ACRO_RP_EXPO', 0.0008101285493629096)","('FLOW_FXSCALER', 0.007158672550886869)","('FHLD_BRAKE_RATE', 0.0012153416701855546)","('EK2_CHECK_SCALE', 0.002935107584065788)","('COMPASS_CUS_ROLL', 0.0011986703891191386)","('COMPASS_ORIENT', 0.0028150875624752825)","('BARO2_WCF_LFT', 0.004738915577699787)","('COMPASS_CUS_ROLL', 0.0028369275951584116)","('RNGFND4_SCALING', 0.0012300670847442685)","('RNGFND3_SCALING', 0.001566154719112034)","('EK2_GSF_RST_MAX', 0.0011996698792086091)","('BATT2_LOW_TIMER', 0.0051192185764756815)","('SERIAL_PASS1', 0.008781293037345317)","('COMPASS_USE', 0.023348642701839117)","('GPS_MB1_OFS_Y', 0.0010987265039942296)","('RTL_CONE_SLOPE', 0.0022009707383241484)","('ACRO_RP_RATE_TC', 0.001806581073102831)","('EK3_NOAID_M_NSE', 0.0013296984054904648)","('BRD_RADIO_PPSCH', 0.004476488054799943)","('OSD3_AVGCELLV_EN', 0.01032156568644993)","('PRX_MIN', 0.009855013212063501)"
17,"('RNGFND1_WSP_MAVG', 0.0010367811006940508)","('MOT_BOOST_SCALE', 0.006180229857044139)","('RTL_CONE_SLOPE', 0.0030303994165198356)","('MOT_BOOST_SCALE', 0.0037286077697418207)","('CAN_D2_UC_ESC_BM', 0.008652105500138174)","('COMPASS_MOT_X', 0.0012594439361873766)","('BATT5_LOW_TIMER', 0.0019357916059011826)","('BATT5_LOW_TIMER', 0.002457519809751396)","('FOLL_DIST_MAX', 0.006752975929688154)","('LOIT_BRK_ACCEL', 0.0007704632089916563)","('ATC_ANGLE_BOOST', 0.006772713505381001)","('AVOID_BACKUP_DZ', 0.0012039790005653472)","('EK3_CHECK_SCALE', 0.002935107584065788)","('ATC_RAT_RLL_P', 0.001068593830509168)","('COMPASS_ORIENT2', 0.0025613431953358523)","('BARO3_WCF_LFT', 0.004738915577699787)","('ATC_RAT_YAW_P', 0.00283175936154223)","('RNGFND5_SCALING', 0.0012300670847442685)","('RNGFND4_SCALING', 0.001566154719112034)","('EK3_GSF_RUN_MASK', 0.0011803930184253186)","('BATT3_LOW_TIMER', 0.0051192185764756815)","('SERIAL_PASS2', 0.008781293037345317)","('EK3_MAG_CAL', 0.02145204862675032)","('GPS_MB2_OFS_Y', 0.0010987265039942296)","('EK2_RNG_USE_HGT', 0.0015976193069449085)","('ACRO_TRAINER', 0.0014919055194710928)","('EK2_EAS_M_NSE', 0.0012852874009171567)","('BRD_RADIO_TPPSCH', 0.004446250458825407)","('OSD4_AVGCELLV_EN', 0.01032156568644993)","('EK2_BCN_DELAY', 0.009384310011131047)"
18,"('RNGFND2_WSP_MAVG', 0.0010367811006940508)","('BARO_ALT_OFFSET', 0.005983980854826876)","('RTL_LOIT_TIME', 0.002779585957152997)","('GPS_AUTO_SWITCH', 0.0032658480870576545)","('CAN_D3_UC_ESC_BM', 0.008652105500138174)","('AHRS_CUSTOM_ROLL', 0.0012546813348123242)","('BATT6_LOW_TIMER', 0.0019357916059011826)","('BATT6_LOW_TIMER', 0.002457519809751396)","('FOLL_OFS_X', 0.006106208527317025)","('TMODE_TRIM_AUTO', 0.0007608201836284412)","('BRD_RADIO_STKMD', 0.006402418426965317)","('H_RSC_GOV_FF', 0.0012024691005290133)","('ACRO_Y_EXPO', 0.0020567150127736022)","('FHLD_BRAKE_RATE', 0.0010434613389717073)","('COMPASS_ORIENT3', 0.0025583331711754864)","('TMODE_LEFT_LONG', 0.0034746826935279085)","('ATC_ANG_YAW_P', 0.002829736262599414)","('RNGFND6_SCALING', 0.0012300670847442685)","('RNGFND5_SCALING', 0.001566154719112034)","('AHRS_CUSTOM_YAW', 0.0011590074631511182)","('BATT4_LOW_TIMER', 0.0051192185764756815)","('EK3_OGNM_TEST_SF', 0.00781891412048652)","('EK2_MAG_MASK', 0.02113066299185795)","('GPS_POS1_X', 0.0010987146569034767)","('EK3_RNG_USE_HGT', 0.001402567338865346)","('ACRO_RP_EXPO', 0.001362597112218089)","('EK3_EAS_M_NSE', 0.0012852874009171567)","('CHUTE_CRT_SINK', 0.004345077704185241)","('GPS_DELAY_MS', 0.007040938521138962)","('EK2_FLOW_DELAY', 0.009370951677022843)"
19,"('RNGFND3_WSP_MAVG', 0.0010367811006940508)","('RALLY_LIMIT_KM', 0.005920851654480419)","('RNGFND1_WSP_MAVG', 0.0023947813510218907)","('COMPASS_LEARN', 0.003009772013633949)","('AHRS_ORIENTATION', 0.007795665346162717)","('COMPASS_MOT_Y', 0.0012530067097087372)","('BATT7_LOW_TIMER', 0.0019357916059011826)","('BATT7_LOW_TIMER', 0.002457519809751396)","('FOLL_OFS_Y', 0.005339292789371508)","('H_CYC_MAX', 0.0007185419410010718)","('EK3_ERR_THRESH', 0.004814307099696324)","('ACRO_RP_EXPO', 0.0011582578984858927)","('PILOT_Y_EXPO', 0.0020357350704313104)","('ACRO_RP_EXPO', 0.000994450669534075)","('TMODE_LEFT_LONG', 0.002366807708859553)","('ZIGZ_SPRAYER', 0.0032938154189922075)","('ATC_RAT_YAW_I', 0.002777595069766159)","('RNGFND7_SCALING', 0.0012300670847442685)","('RNGFND6_SCALING', 0.001566154719112034)","('EK2_GSF_RUN_MASK', 0.0011510907198606368)","('BATT5_LOW_TIMER', 0.0051192185764756815)","('EK3_GSF_USE_MASK', 0.006715319537783149)","('EK3_MAG_MASK', 0.02113066299185795)","('GPS_POS1_Z', 0.0010984544009168262)","('H_RSC_GOV_FF', 0.001220738759816875)","('H_FLYBAR_MODE', 0.0013414770962467681)","('ATC_RAT_RLL_SMAX', 0.0012640522274248722)","('ANGLE_MAX', 0.004045729933529363)","('GPS_DELAY_MS2', 0.007040938521138962)","('EK3_FLOW_DELAY', 0.009370951677022843)"
20,"('RNGFND4_WSP_MAVG', 0.0010367811006940508)","('ATC_SLEW_YAW', 0.005571898902958616)","('RNGFND2_WSP_MAVG', 0.0023947813510218907)","('SERIAL_PASS1', 0.002554162435967511)","('ACRO_RP_RATE', 0.0070644767680791976)","('COMPASS_MOT_Z', 0.0012530067097087372)","('BATT8_LOW_TIMER', 0.0019357916059011826)","('BATT8_LOW_TIMER', 0.002457519809751396)","('AFS_AMSL_ERR_GPS', 0.0031578299639865026)","('CIRCLE_OPTIONS', 0.0006826173509345557)","('LOG_FILE_BUFSIZE', 0.003684655524670677)","('IM_STB_COL_2', 0.0011200965971938093)","('IM_STB_COL_1', 0.002021810282276215)","('H_CYC_MAX', 0.0009691397745443808)","('MNT_LEAD_PTCH', 0.0023396198754496167)","('H_SW_TYPE', 0.0031652270049526976)","('RCMAP_THROTTLE', 0.0027639620767735407)","('RNGFND8_SCALING', 0.0012300670847442685)","('RNGFND7_SCALING', 0.001566154719112034)","('COMPASS_CUS_YAW', 0.001127930255998888)","('BATT6_LOW_TIMER', 0.0051192185764756815)","('EK2_GSF_USE_MASK', 0.006303924777402603)","('INS_STILL_THRESH', 0.02069865579220065)","('GPS_POS2_X', 0.0010978789526961963)","('RNGFND1_PIN', 0.00022948217827212236)","('IM_ACRO_COL_EXP', 0.0013317942264737814)","('ATC_RAT_PIT_SMAX', 0.0012640522274248722)","('PRX_IGN_GND', 0.003776637609850364)","('BTN_OPTIONS1', 0.006643941703462497)","('EK3_VIS_VERR_MIN', 0.007925219271810335)"
21,"('RNGFND5_WSP_MAVG', 0.0010367811006940508)","('H_RSC_GOV_COMP', 0.005562997946028547)","('RNGFND3_WSP_MAVG', 0.0023947813510218907)","('SERIAL_PASS2', 0.002554162435967511)","('ACRO_Y_RATE', 0.00644080839054384)","('RNGFND1_SCALING', 0.001238480105405948)","('BATT9_LOW_TIMER', 0.0019357916059011826)","('BATT9_LOW_TIMER', 0.002457519809751396)","('OSD1_TEMP_EN', 0.0029789220060983945)","('PSC_POSZ_P', 0.0006749275360838913)","('IM_STB_COL_1', 0.003591322012077569)","('IM_STB_COL_3', 0.0011200965971938093)","('IM_STB_COL_4', 0.0020212955956639966)","('LOIT_BRK_ACCEL', 0.0009457605890271781)","('MNT2_LEAD_PTCH', 0.0023396198754496167)","('H_SW2_TYPE', 0.0031652270049526976)","('EK3_GSF_RST_MAX', 0.002739051055694719)","('RNGFND9_SCALING', 0.0012300670847442685)","('RNGFND8_SCALING', 0.001566154719112034)","('ATC_RAT_RLL_P', 0.0006986545876034311)","('BATT7_LOW_TIMER', 0.0051192185764756815)","('SERVO_GPIO_MASK', 0.005907382892503921)","('EFI_COEF1', 0.019654852493605768)","('GPS_POS2_Z', 0.0010976192899853077)","('RNGFND2_PIN', 0.00022948217827212236)","('ACRO_BAL_PITCH', 0.0011815347238276486)","('ATC_RAT_YAW_SMAX', 0.0012640522274248722)","('CHUTE_TYPE', 0.003651907437596469)","('BTN_OPTIONS4', 0.006444977994356504)","('EK3_VIS_VERR_MAX', 0.00792514972222147)"
22,"('RNGFND6_WSP_MAVG', 0.0010367811006940508)","('GPS_AUTO_SWITCH', 0.00548002753278598)","('RNGFND4_WSP_MAVG', 0.0023947813510218907)","('CAN_D1_UC_SRV_BM', 0.0024650544671040997)","('ACRO_THR_MID', 0.005860381419703464)","('RNGFND2_SCALING', 0.001238480105405948)","('BATT_LOW_TIMER', 0.0019357916059011826)","('BATT_LOW_TIMER', 0.002457519809751396)","('OSD2_TEMP_EN', 0.0029789220060983945)","('OSD_BTN_DELAY', 0.0006744486934684435)","('IM_STB_COL_4', 0.0035904077792358047)","('LOIT_BRK_ACCEL', 0.0011015475235495176)","('AHRS_CUSTOM_ROLL', 0.0018937158464761294)","('TMODE_TRIM_AUTO', 0.0009339235626238951)","('ZIGZ_SPRAYER', 0.002243608528557761)","('ARSPD_AUTOCAL', 0.0030097522146707023)","('ATC_RAT_PIT_P', 0.0027350816792715005)","('RNGFNDA_SCALING', 0.0012300670847442685)","('RNGFND9_SCALING', 0.001566154719112034)","('ATC_ANG_RLL_P', 0.0006981556016744106)","('BATT8_LOW_TIMER', 0.0051192185764756815)","('H_DUAL_MODE', 0.004967901566875543)","('EK2_MAG_CAL', 0.0191522070345983)","('GPS_MB1_OFS_X', 0.001097344867652117)","('RNGFND3_PIN', 0.00022948217827212236)","('ACRO_BAL_ROLL', 0.0011814998858747927)","('PSC_ACCZ_SMAX', 0.0012640522274248722)","('CAM_RC_MDE_DELAY', 0.0033820900558058087)","('BTN_OPTIONS2', 0.006209464496094386)","('ARSPD_PSI_RANGE', 0.00765941553138072)"
23,"('RNGFND7_WSP_MAVG', 0.0010367811006940508)","('CAM_SERVO_OFF', 0.0054231205005002)","('RNGFND5_WSP_MAVG', 0.0023947813510218907)","('CAN_D2_UC_SRV_BM', 0.0024650544671040997)","('H_RSC_SLEWRATE', 0.005857493423576776)","('RNGFND3_SCALING', 0.001238480105405948)","('ATC_THR_MIX_MIN', 0.0015502214331346575)","('H_RSC_AROT_PCT', 0.0014283682111800866)","('OSD3_TEMP_EN', 0.0029789220060983945)","('IM_STB_COL_2', 0.0006689041800573836)","('FFT_NUM_FRAMES', 0.003519437509300616)","('TMODE_TRIM_AUTO', 0.0010877606865085099)","('COMPASS_CUS_ROLL', 0.0018429513862546765)","('ATC_ANG_RLL_P', 0.0008730236910378109)","('H_SW_TYPE', 0.002156019509224949)","('ACRO_Y_EXPO', 0.0019884757719788038)","('ATC_ANG_PIT_P', 0.002733127468071972)","('OA_MARGIN_MAX', 0.001217668949269446)","('RNGFNDA_SCALING', 0.001566154719112034)","('ATC_RAT_RLL_I', 0.0006852951568848686)","('BATT9_LOW_TIMER', 0.0051192185764756815)","('SERVO_BLH_3DMASK', 0.004739749621119782)","('SIMPLE', 0.018404630246866782)","('GPS_MB2_OFS_X', 0.001097344867652117)","('RNGFND4_PIN', 0.00022948217827212236)","('PILOT_Y_RATE', 0.0011525849678343247)","('H_RSC_MODE', 0.0012495193659003423)","('NTF_LED_OVERRIDE', 0.003358004276524107)","('BTN_OPTIONS3', 0.006209464496094386)","('ARSPD2_PSI_RANGE', 0.00765941553138072)"
24,"('RNGFND8_WSP_MAVG', 0.0010367811006940508)","('RTL_CLIMB_MIN', 0.005101511297201711)","('RNGFND6_WSP_MAVG', 0.0023947813510218907)","('CAN_D3_UC_SRV_BM', 0.0024650544671040997)","('ACRO_RP_RATE_TC', 0.005761676032278618)","('RNGFND4_SCALING', 0.001238480105405948)","('ATC_THR_MIX_MAX', 0.0015485939689247052)","('OSD_MSG_TIME', 0.0010158846779715347)","('OSD4_TEMP_EN', 0.0029789220060983945)","('IM_STB_COL_3', 0.0006689041800573836)","('ACRO_Y_EXPO', 0.0031192330945218893)","('CIRCLE_OPTIONS', 0.0009759524448129664)","('ATC_RAT_RLL_P', 0.0016429591480334738)","('ATC_RAT_RLL_I', 0.0008569420711932452)","('H_SW2_TYPE', 0.002156019509224949)","('PILOT_Y_EXPO', 0.0019681919179757035)","('EK2_GSF_RST_MAX', 0.002708446187225877)","('CAM_TRIGG_DIST', 0.0011737932613368196)","('OA_MARGIN_MAX', 0.0015503690773182033)","('ATC_RAT_RLL_D', 0.000684820829561894)","('BATT_LOW_TIMER', 0.0051192185764756815)","('ARSPD_TUBE_ORDER', 0.0027858973179945012)","('AHRS_YAW_P', 0.01654544825090898)","('GPS_MB1_OFS_Z', 0.0010970855836217597)","('RNGFND5_PIN', 0.00022948217827212236)","('ACRO_OPTIONS', 0.000968373387749244)","('RNGFND1_PIN', 0.0011699686875272786)","('WPNAV_RFND_USE', 0.0033364256996347708)","('INS_ENABLE_MASK', 0.006053268417341662)","('AHRS_WIND_MAX', 0.006805832449463534)"
25,"('RNGFND9_WSP_MAVG', 0.0010367811006940508)","('OSD1_HOMEDIST_EN', 0.004687878740349483)","('RNGFND7_WSP_MAVG', 0.0023947813510218907)","('CAN_D1_UC_ESC_BM', 0.002464595301308825)","('ACRO_Y_EXPO', 0.005458205650059722)","('RNGFND5_SCALING', 0.001238480105405948)","('H_RSC_AROT_PCT', 0.0011251275299457575)","('RNGFND1_GNDCLEAR', 0.0009832337210710085)","('OSD1_BTEMP_EN', 0.002973797007864043)","('PILOT_TKOFF_ALT', 0.000621538746793382)","('PILOT_Y_EXPO', 0.003087414719069481)","('OSD_BTN_DELAY', 0.0009642735426959037)","('FHLD_BRAKE_RATE', 0.001604318033228691)","('ATC_RAT_RLL_D', 0.0008563489383882628)","('ARSPD_AUTOCAL', 0.002050116621212128)","('IM_STB_COL_1', 0.001954729136936839)","('H_RSC_THRCRV_0', 0.0026966898139823003)","('OA_BR_LOOKAHEAD', 0.0011361339152641259)","('CAM_TRIGG_DIST', 0.0014945053634101146)","('AHRS_CUSTOM_ROLL', 0.0006455958554160146)","('H_RSC_AROT_PCT', 0.0029754100258748695)","('ARSPD2_TUBE_ORDR', 0.0027858973179945012)","('H_TAIL_TYPE', 0.011873436246281122)","('GPS_MB2_OFS_Z', 0.0010970855836217597)","('RNGFND6_PIN', 0.00022948217827212236)","('EK2_GYRO_P_NSE', 0.0006252693103023788)","('RNGFND2_PIN', 0.0011699686875272786)","('AUTO_OPTIONS', 0.003253999207224245)","('ADSB_LIST_RADIUS', 0.005881167541010757)","('EK2_RNG_USE_HGT', 0.00362313035518369)"
26,"('RNGFNDA_WSP_MAVG', 0.0010367811006940508)","('OSD2_HOMEDIST_EN', 0.004687878740349483)","('RNGFND8_WSP_MAVG', 0.0023947813510218907)","('CAN_D2_UC_ESC_BM', 0.002464595301308825)","('ACRO_Y_RATE_TC', 0.005186138430487319)","('RNGFND6_SCALING', 0.001238480105405948)","('INS_USE', 0.0009010740891285396)","('RNGFND2_GNDCLEAR', 0.0009832337210710085)","('OSD2_BTEMP_EN', 0.002973797007864043)","('AUTO_OPTIONS', 0.0005415676704919603)","('H_CYC_MAX', 0.002761004983134696)","('H_YAW_REV_EXPO', 0.0008965498529525107)","('AVOID_BACKUP_DZ', 0.0015893186826555494)","('CIRCLE_OPTIONS', 0.0008379278599751627)","('MNT_LEAD_RLL', 0.0019953281051302563)","('IM_STB_COL_4', 0.0019542315269849286)","('ATC_RAT_PIT_I', 0.0026827618481546356)","('BATT2_LOW_VOLT', 0.0009291234747974553)","('OA_BR_LOOKAHEAD', 0.0014465564642793804)","('EK3_GSF_USE_MASK', 0.000631837552571568)","('OSD_MSG_TIME', 0.002116172449309839)","('COMPASS_LEARN', 0.0022436055894010654)","('TERRAIN_OFS_MAX', 0.007498304769875674)","('INS_POS1_Y', 0.0010672560076407933)","('RNGFND7_PIN', 0.00022948217827212236)","('EK3_GYRO_P_NSE', 0.0006252693103023788)","('RNGFND3_PIN', 0.0011699686875272786)","('FOLL_ENABLE', 0.0031880366840799645)","('ADSB_LIST_ALT', 0.005093163871931816)","('EK2_RNG_USE_SPD', 0.003448073167577781)"
