,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALT_HOLD1,A.ALT_HOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
10,"('PILOT_TKOFF_ALT', 0.002689747583644486)","('RCMAP_ROLL', 0.007275390254296132)","('AFS_AMSL_LIMIT', 0.0018011251781013815)","('COMPASS_LEARN', 0.02275035749200638)","('MOT_BOOST_SCALE', 0.012106626425906875)","('COMPASS_CUS_ROLL', 0.007852233305298273)","('EK2_FLOW_DELAY', 0.0030965673587389775)","('EK3_FLOW_DELAY', 0.006966334783261141)","('INS_HNTC2_OPTS', 0.006985254650331285)","('CAM_DURATION', 0.007352068931744782)","('EK2_CHECK_SCALE', 0.013460369404247885)","('COMPASS_ORIENT3', 0.020343700830036893)","('COMPASS_CUS_ROLL', 0.007548260993429201)","('EK3_GPS_CHECK', 0.008213785460499556)","('ZIGZ_LINE_NUM', 0.005491875252302658)","('AHRS_CUSTOM_ROLL', 0.011374889759889095)","('PILOT_THR_BHV', 0.009734864172214697)","('RNGFND8_SCALING', 0.00132136788908932)","('RNGFND7_SCALING', 0.0017705711331064133)","('BRD_RADIO_STKMD', 0.00303550557439336)","('EK2_FLOW_DELAY', 0.006975747685132205)","('PLND_STRICT', 0.018297715075819454)","('AROT_TARG_SP', 0.05316873524863075)","('SIMPLE', 0.0030354596995197936)","('OSD3_CLIMBEFF_EN', 0.006400832768346687)","('TERRAIN_OFS_MAX', 0.009757487560739797)","('AHRS_COMP_BETA', 0.002676022284884061)","('BRD_RADIO_SIGCH', 0.010723237233655314)","('OSD2_SATS_EN', 0.026850029153050903)","('EK3_SRC2_POSXY', 0.025113481176993413)"
11,"('PSC_POSZ_P', 0.002581006341414338)","('CAM_SERVO_ON', 0.00712856294076869)","('OSD1_HOMEDIST_EN', 0.0017282793457941148)","('MOT_PWM_MAX', 0.021421048951787425)","('SERIAL_PASS1', 0.011542411007191222)","('H_RSC_SLEWRATE', 0.0057599194734242465)","('EK3_FLOW_DELAY', 0.0030965673587389775)","('BARO_FLTR_RNG', 0.006873620503854316)","('INS_HNTCH_OPTS', 0.006985254650331285)","('FFT_NUM_FRAMES', 0.00596602970428084)","('EK3_CHECK_SCALE', 0.013460369404247885)","('MNT_LEAD_PTCH', 0.01911311521690129)","('COMPASS_ORIENT', 0.007354975347939718)","('ZIGZ_LINE_NUM', 0.007731267107348394)","('EK3_OGNM_TEST_SF', 0.004830142853450847)","('TMODE_ACTION4', 0.009509269395218234)","('ACRO_RP_EXPO', 0.009594342455760518)","('RNGFND9_SCALING', 0.00132136788908932)","('RNGFND8_SCALING', 0.0017705711331064133)","('COMPASS_CUS_ROLL', 0.0015865288208771755)","('EK3_FLOW_DELAY', 0.006975747685132205)","('PLND_RET_BEHAVE', 0.014302740460272911)","('AHRS_YAW_P', 0.04672500819662806)","('EK2_MAG_MASK', 0.0024906081838642624)","('OSD4_CLIMBEFF_EN', 0.006400832768346687)","('TMODE_FLAGS', 0.009230987685485359)","('BTN_OPTIONS1', 0.00249263338194039)","('CHUTE_ENABLED', 0.01067647641111824)","('OSD3_SATS_EN', 0.026850029153050903)","('EK3_SRC2_VELZ', 0.025111652110965665)"
12,"('WPNAV_TER_MARGIN', 0.002482094814816871)","('RALLY_INCL_HOME', 0.00701257430612634)","('OSD2_HOMEDIST_EN', 0.0017282793457941148)","('MOT_PWM_MIN', 0.021357902570421472)","('SERIAL_PASS2', 0.011542411007191222)","('BRD_RADIO_TPPSCH', 0.005357879909304142)","('BARO_FLTR_RNG', 0.0030553554416790085)","('COMPASS_FLTR_RNG', 0.006873620503854316)","('FOLL_DIST_MAX', 0.006867552961227319)","('EK3_BETA_MASK', 0.004426651902283529)","('BRD_RADIO_STKMD', 0.0112254381872533)","('MNT2_LEAD_PTCH', 0.01911311521690129)","('EK3_OGNM_TEST_SF', 0.007193458622898552)","('COMPASS_CUS_ROLL', 0.007135084946611081)","('COMPASS_ORIENT', 0.0045572548525641965)","('EK2_GPS_CHECK', 0.008183009012888154)","('AHRS_CUSTOM_ROLL', 0.008561177262766728)","('RNGFNDA_SCALING', 0.00132136788908932)","('RNGFND9_SCALING', 0.0017705711331064133)","('AUTO_OPTIONS', 0.001521737170632198)","('BARO_FLTR_RNG', 0.006882908130319887)","('RTL_ALT_FINAL', 0.013584526704212951)","('MOT_BAT_CURR_TC', 0.03343913279718547)","('EK3_MAG_MASK', 0.0024906081838642624)","('RTL_ALT', 0.004938921717097755)","('LGR_DEPLOY_ALT', 0.008221484001176393)","('BTN_OPTIONS2', 0.00249263338194039)","('BRD_RADIO_TSIGCH', 0.010555271572312175)","('OSD4_SATS_EN', 0.026850029153050903)","('EK3_SRC2_VELXY', 0.02511164904938068)"
13,"('AFS_AMSL_LIMIT', 0.0024754852298775054)","('FENCE_RADIUS', 0.006906439658278307)","('OSD3_HOMEDIST_EN', 0.0017282793457941148)","('MOT_SPOOL_TIME', 0.021349811919704087)","('AHRS_ORIENTATION', 0.011233177452461884)","('AHRS_CUSTOM_ROLL', 0.0051517707499803)","('COMPASS_FLTR_RNG', 0.0030553554416790085)","('PRX_IGN_GND', 0.006183645880706523)","('FOLL_OFS_Y', 0.004278816169068778)","('BRD_RADIO_STKMD', 0.004119309884280109)","('PSC_ACC_XY_FILT', 0.01069983297697552)","('EK2_CHECK_SCALE', 0.017979551809581662)","('COMPASS_ORIENT2', 0.006518251202779046)","('EK3_OGNM_TEST_SF', 0.00679970371705374)","('COMPASS_ORIENT2', 0.004038807816319712)","('EK3_GPS_CHECK', 0.008183009012888154)","('CUST_ROT1_ROLL', 0.008289726981461909)","('AVOID_MARGIN', 0.0011231125669444175)","('RNGFNDA_SCALING', 0.0017705711331064133)","('CIRCLE_OPTIONS', 0.0012218823963037195)","('COMPASS_FLTR_RNG', 0.006882908130319887)","('EK2_OGN_HGT_MASK', 0.011890768412487596)","('EK2_TAU_OUTPUT', 0.030981051603747645)","('EK3_MAG_CAL', 0.0024327768114800197)","('RTL_CLIMB_MIN', 0.004288131877706491)","('LGR_RETRACT_ALT', 0.00750998236062983)","('BTN_OPTIONS3', 0.00249263338194039)","('BRD_RADIO_TPPSCH', 0.010526431988723717)","('BRD_SAFETYENABLE', 0.025414913908945236)","('EK3_SRC2_YAW', 0.025111603123858184)"
14,"('EK2_CHECK_SCALE', 0.0023861050447789856)","('LAND_REPOSITION', 0.006871040115746796)","('OSD4_HOMEDIST_EN', 0.0017282793457941148)","('SERVO_BLH_OTYPE', 0.019333391579058556)","('GPS_AUTO_SWITCH', 0.010232096497006737)","('BRD_RADIO_PPSCH', 0.004914167253732393)","('PRX_IGN_GND', 0.0027620204064615628)","('RTL_ALT', 0.0029632343251370097)","('EK3_GPS_VACC_MAX', 0.003355841991589781)","('PILOT_TKOFF_ALT', 0.002206250325065384)","('FLOW_FYSCALER', 0.010583233601361375)","('EK3_CHECK_SCALE', 0.017979551809581662)","('COMPASS_ORIENT3', 0.006510357735192263)","('ZIGZ_SPRAYER', 0.004969563837860513)","('COMPASS_ORIENT3', 0.00403391690346655)","('ZIGZ_LINE_NUM', 0.007702298620376857)","('CUST_ROT2_ROLL', 0.008289726981461909)","('BATT2_LOW_VOLT', 0.0010062835687766336)","('AVOID_MARGIN', 0.0015049182795194849)","('CUST_ROT1_ROLL', 0.0011895421659167127)","('ZIGZ_SPRAYER', 0.006276396244526472)","('EK3_OGN_HGT_MASK', 0.011890768412487596)","('EK3_TAU_OUTPUT', 0.030981051603747645)","('EK2_MAG_CAL', 0.002171363455501063)","('OSD1_VSPEED_EN', 0.003241748022721147)","('ACRO_THR_MID', 0.005780345024654632)","('BTN_OPTIONS4', 0.00249263338194039)","('CHUTE_OPTIONS', 0.010270412962459563)","('AVD_F_RCVRY', 0.024698165454303256)","('TMODE_MODE2', 0.02118746920923098)"
15,"('EK3_CHECK_SCALE', 0.0023861050447789856)","('MOT_BOOST_SCALE', 0.006282910925365481)","('OSD1_HOME_EN', 0.001726580577774861)","('THROW_MOT_START', 0.0187277971615738)","('CAN_D1_UC_SRV_BM', 0.00874912953737772)","('GPS_POS2_Y', 0.004195537431515017)","('ATC_THR_MIX_MAN', 0.0023528050389395316)","('H_RSC_AROT_PCT', 0.00278667672818822)","('AFS_AMSL_ERR_GPS', 0.003265881165245621)","('PILOT_THR_BHV', 0.0016822068278035118)","('FLOW_FXSCALER', 0.010579734217183945)","('MNT_LEAD_RLL', 0.01743686068870698)","('MNT_LEAD_PTCH', 0.005644249971372806)","('AHRS_CUSTOM_ROLL', 0.004681256974595094)","('MNT_LEAD_PTCH', 0.0037899062316885113)","('EK3_OGNM_TEST_SF', 0.006774225729318739)","('IM_STB_COL_1', 0.008100650278667465)","('BATT3_LOW_VOLT', 0.0010062835687766336)","('BATT2_LOW_VOLT', 0.0013483728894176927)","('CUST_ROT2_ROLL', 0.0011895421659167127)","('PRX_IGN_GND', 0.0061920012144208725)","('EK3_DRAG_BCOEF_Y', 0.010405857403566365)","('ATC_INPUT_TC', 0.029313568066408502)","('AHRS_COMP_BETA', 0.0017637275350610437)","('OSD2_VSPEED_EN', 0.003241748022721147)","('ACRO_Y_RATE', 0.005620733564465796)","('EK2_GYRO_P_NSE', 0.002482541109184)","('BRD_RADIO_PPSCH', 0.009647394571456469)","('NTF_LED_OVERRIDE', 0.023911403216575478)","('OSD1_ASPD2_EN', 0.02072133051032421)"
16,"('LGR_DEPLOY_ALT', 0.0016773878758750138)","('ATC_SLEW_YAW', 0.005501459024434552)","('OSD2_HOME_EN', 0.001726580577774861)","('SERVO_BLH_MASK', 0.018643932249704398)","('CAN_D2_UC_SRV_BM', 0.00874912953737772)","('INS_POS2_Y', 0.003978246501156524)","('ATC_THR_MIX_MIN', 0.0015105748798316387)","('BATT2_LOW_TIMER', 0.0026426853173024956)","('OSD1_TEMP_EN', 0.0027010190035847703)","('AUTO_OPTIONS', 0.0015913329053807157)","('ATC_ANGLE_BOOST', 0.00925692425642255)","('MNT2_LEAD_RLL', 0.01743686068870698)","('MNT2_LEAD_PTCH', 0.005644249971372806)","('CIRCLE_OPTIONS', 0.003111205384416782)","('MNT2_LEAD_PTCH', 0.0037899062316885113)","('ZIGZ_SPRAYER', 0.004950943249114603)","('IM_STB_COL_4', 0.00809853442190489)","('BATT4_LOW_VOLT', 0.0010062835687766336)","('BATT3_LOW_VOLT', 0.0013483728894176927)","('PILOT_THR_BHV', 0.001183607495968353)","('GPS_RAW_DATA', 0.005979627580788072)","('EK3_DRAG_BCOEF_X', 0.00930311097507075)","('ACRO_Y_RATE_TC', 0.029288094311551882)","('TERRAIN_OFS_MAX', 0.0014891711063962365)","('OSD3_VSPEED_EN', 0.003241748022721147)","('ACRO_RP_RATE', 0.005586422556221882)","('EK3_GYRO_P_NSE', 0.002482541109184)","('CHUTE_TYPE', 0.007608262496712981)","('AFS_DUAL_LOSS', 0.021305962908111153)","('OSD2_ASPD2_EN', 0.02072133051032421)"
17,"('BARO_ALT_OFFSET', 0.00162566053935842)","('GPS_AUTO_SWITCH', 0.005489293652022664)","('OSD3_HOME_EN', 0.001726580577774861)","('RTL_ALT', 0.018477793888499017)","('CAN_D3_UC_SRV_BM', 0.00874912953737772)","('EK3_IMU_MASK', 0.003491228935243673)","('ATC_THR_MIX_MAX', 0.0015089535273221655)","('BATT3_LOW_TIMER', 0.0026426853173024956)","('OSD2_TEMP_EN', 0.0027010190035847703)","('CIRCLE_OPTIONS', 0.0013002098947421104)","('EK3_ERR_THRESH', 0.007027049228587212)","('PILOT_THR_BHV', 0.010726366165894508)","('EK2_CHECK_SCALE', 0.0053094999760577855)","('PILOT_THR_BHV', 0.0029941918217523122)","('EK2_CHECK_SCALE', 0.0035651339236340007)","('TMODE_LEFT', 0.004815908238124833)","('ACRO_Y_EXPO', 0.008045091969195783)","('BATT5_LOW_VOLT', 0.0010062835687766336)","('BATT4_LOW_VOLT', 0.0013483728894176927)","('ACRO_RP_EXPO', 0.001166522249168911)","('H_RSC_AROT_PCT', 0.002790442081907929)","('SERIAL_PASS1', 0.009201230348838796)","('ACRO_RP_RATE_TC', 0.029284787078652674)","('GPS_POS1_Y', 0.001102930535309743)","('OSD4_VSPEED_EN', 0.003241748022721147)","('H_RSC_IDLE', 0.005462746918368677)","('EK2_ACC_P_NSE', 0.002481487583370523)","('CHUTE_CRT_SINK', 0.00742996965354914)","('EK3_IMU_MASK', 0.01932849507131329)","('OSD3_ASPD2_EN', 0.02072133051032421)"
18,"('RNGFND1_WSP_MAVG', 0.0016058373691323347)","('RTL_ALT_FINAL', 0.005461982965294321)","('OSD4_HOME_EN', 0.001726580577774861)","('CHUTE_ALT_MIN', 0.01733899311743503)","('CAN_D1_UC_ESC_BM', 0.008748234186838677)","('FLTMODE_CH', 0.0033634422553678878)","('COMPASS_CUS_ROLL', 0.0014097390154610423)","('BATT4_LOW_TIMER', 0.0026426853173024956)","('OSD3_TEMP_EN', 0.0027010190035847703)","('IM_STB_COL_1', 0.0012429374165945362)","('FFT_NUM_FRAMES', 0.00625329091538096)","('AVOID_BACKUP_DZ', 0.010049428285449968)","('EK3_CHECK_SCALE', 0.0053094999760577855)","('ACRO_RP_EXPO', 0.0029702451836897126)","('EK3_CHECK_SCALE', 0.0035651339236340007)","('TMODE_ACTION1', 0.004811159779021135)","('PILOT_Y_EXPO', 0.007960851886621878)","('BATT6_LOW_VOLT', 0.0010062835687766336)","('BATT5_LOW_VOLT', 0.0013483728894176927)","('PILOT_TKOFF_ALT', 0.0010986928581283584)","('BATT2_LOW_TIMER', 0.002646256110028)","('SERIAL_PASS2', 0.009201230348838796)","('PILOT_Y_RATE_TC', 0.029234560970066714)","('GPS_POS2_Y', 0.001102397270841493)","('PILOT_TKOFF_ALT', 0.0032142941712721695)","('ACRO_Y_EXPO', 0.005087153808324585)","('EK3_ACC_P_NSE', 0.002481487583370523)","('THROW_MOT_START', 0.007258424879386105)","('EK2_IMU_MASK', 0.01835179719710378)","('OSD4_ASPD2_EN', 0.02072133051032421)"
19,"('RNGFND2_WSP_MAVG', 0.0016058373691323347)","('CAM_SERVO_OFF', 0.00536328460199198)","('OSD1_HOMEDIR_EN', 0.001725909872939746)","('OA_DB_ALT_MIN', 0.012796462385235574)","('CAN_D2_UC_ESC_BM', 0.008748234186838677)","('EK2_IMU_MASK', 0.0033148118956940475)","('H_RSC_AROT_PCT', 0.0012386904253581799)","('BATT5_LOW_TIMER', 0.0026426853173024956)","('OSD4_TEMP_EN', 0.0027010190035847703)","('IM_STB_COL_4', 0.0012426127664185715)","('LOG_FILE_BUFSIZE', 0.005624381377185794)","('IM_STB_COL_1', 0.009921549861671264)","('ZIGZ_SPRAYER', 0.005257339632585012)","('PILOT_TKOFF_ALT', 0.0026465618151788606)","('ZIGZ_SPRAYER', 0.003530110171713452)","('TMODE_LEFT_LONG', 0.004811019995472288)","('H_CYC_MAX', 0.0072564055405952566)","('BATT7_LOW_VOLT', 0.0010062835687766336)","('BATT6_LOW_VOLT', 0.0013483728894176927)","('ACRO_Y_EXPO', 0.001082821730955419)","('BATT3_LOW_TIMER', 0.002646256110028)","('SERVO_GPIO_MASK', 0.006793074395977428)","('OSD1_HEADING_EN', 0.025620747231406615)","('GPS_POS1_X', 0.0011019319167929753)","('PSC_POSZ_P', 0.0030843465348460164)","('ACRO_RP_EXPO', 0.005086518509481164)","('EK2_CHECK_SCALE', 0.0023388417543077633)","('AVOID_ALT_MIN', 0.006561668080796168)","('AHRS_GPS_MINSATS', 0.017334058202222447)","('OSD1_BTEMP_EN', 0.020518380539527592)"
20,"('RNGFND3_WSP_MAVG', 0.0016058373691323347)","('CHUTE_ALT_MIN', 0.005349491938897555)","('OSD2_HOMEDIR_EN', 0.001725909872939746)","('EK3_GND_EFF_DZ', 0.009952393970511952)","('CAN_D3_UC_ESC_BM', 0.008748234186838677)","('INS_USE2', 0.0031604688055965058)","('BATT2_LOW_TIMER', 0.0011746855911434206)","('BATT6_LOW_TIMER', 0.0026426853173024956)","('OSD1_BTEMP_EN', 0.0026988957553159)","('ACRO_Y_EXPO', 0.0012414559797340186)","('PILOT_THR_BHV', 0.004188634157804794)","('IM_STB_COL_4', 0.009918958393375865)","('MNT_LEAD_RLL', 0.0051492391128389325)","('IM_STB_COL_1', 0.0024591578386123913)","('MNT_LEAD_RLL', 0.0034575246491883593)","('TMODE_ACTION5', 0.00478089380456348)","('LOIT_BRK_ACCEL', 0.006924026580852116)","('BATT8_LOW_VOLT', 0.0010062835687766336)","('BATT7_LOW_VOLT', 0.0013483728894176927)","('PILOT_Y_EXPO', 0.0010714835147637158)","('BATT4_LOW_TIMER', 0.002646256110028)","('EK3_GSF_USE_MASK', 0.006025944243571835)","('OSD2_HEADING_EN', 0.025620747231406615)","('GPS_POS1_Z', 0.0011018119689862882)","('RTL_CONE_SLOPE', 0.002287687806643901)","('NTF_LED_OVERRIDE', 0.005063162617055084)","('EK3_CHECK_SCALE', 0.0023388417543077633)","('PRX_IGN_GND', 0.006499115293601254)","('EK2_GPS_CHECK', 0.017125606326025444)","('OSD2_BTEMP_EN', 0.020518380539527592)"
21,"('RNGFND4_WSP_MAVG', 0.0016058373691323347)","('RCMAP_YAW', 0.005145238292793564)","('OSD3_HOMEDIR_EN', 0.001725909872939746)","('INS_STILL_THRESH', 0.00895040737806918)","('ACRO_RP_RATE', 0.006655710783061819)","('BTN_PIN2', 0.0031551494408689207)","('BATT3_LOW_TIMER', 0.0011746855911434206)","('BATT7_LOW_TIMER', 0.0026426853173024956)","('OSD2_BTEMP_EN', 0.0026988957553159)","('ACRO_RP_EXPO', 0.0012413009430322086)","('IM_STB_COL_1', 0.003973554466416562)","('ACRO_RP_EXPO', 0.009908486972237784)","('MNT2_LEAD_RLL', 0.0051492391128389325)","('IM_STB_COL_4', 0.002458515516630344)","('MNT2_LEAD_RLL', 0.0034575246491883593)","('TMODE_ACTION6', 0.004775662622790944)","('ATC_RAT_RLL_D', 0.006881121625391229)","('BATT9_LOW_VOLT', 0.0010062835687766336)","('BATT8_LOW_VOLT', 0.0013483728894176927)","('AHRS_CUSTOM_ROLL', 0.0010409054921841632)","('BATT5_LOW_TIMER', 0.002646256110028)","('EK2_GSF_USE_MASK', 0.005583450651511668)","('OSD3_HEADING_EN', 0.025620747231406615)","('GPS_MB1_OFS_Y', 0.001101547550362958)","('EK2_RNG_USE_HGT', 0.0017974300183033476)","('ACRO_Y_RATE_TC', 0.004979972943957911)","('RCMAP_THROTTLE', 0.002285618770043185)","('CAM_RC_MDE_DELAY', 0.006079138730579303)","('EK3_GPS_CHECK', 0.017125606326025444)","('OSD3_BTEMP_EN', 0.020518380539527592)"
22,"('RNGFND5_WSP_MAVG', 0.0016058373691323347)","('RTL_CLIMB_MIN', 0.005082215989570371)","('OSD4_HOMEDIR_EN', 0.001725909872939746)","('OSD1_HOMEDIST_EN', 0.00818226679872791)","('H_RSC_SLEWRATE', 0.006352360140387092)","('GPS_POS2_X', 0.003106896330692277)","('BATT4_LOW_TIMER', 0.0011746855911434206)","('BATT8_LOW_TIMER', 0.0026426853173024956)","('OSD3_BTEMP_EN', 0.0026988957553159)","('PILOT_Y_EXPO', 0.001228456705810843)","('IM_STB_COL_4', 0.0038733423131164235)","('PILOT_TKOFF_ALT', 0.009481019520542588)","('AHRS_CUSTOM_ROLL', 0.004952337594570366)","('ACRO_Y_EXPO', 0.0024562268084420413)","('TMODE_LEFT', 0.0034338278186654136)","('COMPASS_CUS_YAW', 0.004675477605163292)","('TMODE_TRIM_AUTO', 0.006635310737844624)","('BATT_LOW_VOLT', 0.0010062835687766336)","('BATT9_LOW_VOLT', 0.0013483728894176927)","('IM_STB_COL_1', 0.0009849126009806586)","('BATT6_LOW_TIMER', 0.002646256110028)","('MIS_RESTART', 0.005357628602213893)","('OSD4_HEADING_EN', 0.025620747231406615)","('GPS_MB2_OFS_Y', 0.001101547550362958)","('EK3_RNG_USE_HGT', 0.0016884851346734564)","('ACRO_RP_RATE_TC', 0.004979410601793188)","('EK2_NOAID_M_NSE', 0.0021671907924476486)","('ANGLE_MAX', 0.005997921905235293)","('GPS_MIN_ELEV', 0.015563085128529441)","('OSD4_BTEMP_EN', 0.020518380539527592)"
23,"('RNGFND6_WSP_MAVG', 0.0016058373691323347)","('RALLY_LIMIT_KM', 0.005017984851088508)","('RTL_SPEED', 0.0014763468097231947)","('OSD2_HOMEDIST_EN', 0.00818226679872791)","('ACRO_THR_MID', 0.006252942862725819)","('GPS_POS2_Z', 0.003106558464235576)","('BATT5_LOW_TIMER', 0.0011746855911434206)","('BATT9_LOW_TIMER', 0.0026426853173024956)","('OSD4_BTEMP_EN', 0.0026988957553159)","('LOIT_BRK_ACCEL', 0.001196487653463807)","('ACRO_RP_EXPO', 0.0038692532347107678)","('ACRO_Y_EXPO', 0.008799165084358629)","('CIRCLE_OPTIONS', 0.0032913679965218545)","('PILOT_Y_EXPO', 0.0024305076805618553)","('TMODE_ACTION1', 0.003430442083273477)","('AHRS_CUSTOM_YAW', 0.00467524604555003)","('IM_STB_COL_2', 0.0059084006180305515)","('BATT2_CRT_VOLT', 0.0009536120331113951)","('BATT_LOW_VOLT', 0.0013483728894176927)","('IM_STB_COL_4', 0.0009846553458324747)","('BATT7_LOW_TIMER', 0.002646256110028)","('EK3_DRAG_MCOEF', 0.004534957549958252)","('SIMPLE', 0.02108543806563956)","('GPS_POS2_X', 0.0011014000988051054)","('H_RSC_GOV_FF', 0.0010569617936707632)","('H_FLYBAR_MODE', 0.004974913146048698)","('EK3_NOAID_M_NSE', 0.0021671907924476486)","('AROT_COL_FILT_G', 0.005754400187050757)","('OSD1_AVGCELLV_EN', 0.004594385397298617)","('OSD1_BAT2USED_EN', 0.02037742885949212)"
24,"('RNGFND7_WSP_MAVG', 0.0016058373691323347)","('OA_DB_ALT_MIN', 0.004636820105380024)","('RTL_LOIT_TIME', 0.0014147967464670508)","('OSD3_HOMEDIST_EN', 0.00818226679872791)","('ACRO_Y_RATE', 0.00620188729025839)","('INS_POS2_X', 0.0029462559643665953)","('BATT6_LOW_TIMER', 0.0011746855911434206)","('BATT_LOW_TIMER', 0.0026426853173024956)","('BARO1_WCF_ENABLE', 0.0025616492654687573)","('TMODE_TRIM_AUTO', 0.0011465968944547322)","('PILOT_TKOFF_ALT', 0.0037023276662723204)","('PILOT_Y_EXPO', 0.008707029109266573)","('PILOT_THR_BHV', 0.0031675784526872253)","('LOIT_BRK_ACCEL', 0.0023672567520576226)","('TMODE_LEFT_LONG', 0.003430342415128851)","('BARO1_WCF_LFT', 0.0046567277596565315)","('IM_STB_COL_3', 0.005906780361904951)","('BATT3_CRT_VOLT', 0.0009536120331113951)","('BATT2_CRT_VOLT', 0.0012777954965846883)","('H_CYC_MAX', 0.0008822656217586378)","('BATT8_LOW_TIMER', 0.002646256110028)","('SERVO_BLH_3DMASK', 0.004506251796689731)","('GPS_BLEND_TC', 0.020926583050144165)","('GPS_POS2_Z', 0.0011012803245644687)","('FLTMODE_CH', 0.0004580359469057438)","('ACRO_OPTIONS', 0.00463384835370606)","('AUTO_OPTIONS', 0.00215967719906085)","('FOLL_ENABLE', 0.005742644413810116)","('OSD2_AVGCELLV_EN', 0.004594385397298617)","('OSD2_BAT2USED_EN', 0.02037742885949212)"
25,"('RNGFND8_WSP_MAVG', 0.0016058373691323347)","('OSD1_HOMEDIST_EN', 0.003220650100904776)","('RNGFND1_WSP_MAVG', 0.0014015582772274326)","('OSD4_HOMEDIST_EN', 0.00818226679872791)","('PRX_LOG_RAW', 0.0060508286482259255)","('INS_POS2_Z', 0.0029459678377687926)","('BATT7_LOW_TIMER', 0.0011746855911434206)","('FLTMODE_CH', 0.002172679495272889)","('BARO2_WCF_ENABLE', 0.0025616492654687573)","('FHLD_BRAKE_RATE', 0.0009486878170420487)","('ACRO_Y_EXPO', 0.0034360642609514436)","('LOIT_BRK_ACCEL', 0.00848043954525124)","('ACRO_RP_EXPO', 0.00314224512093797)","('AUTO_OPTIONS', 0.0023589081412674906)","('TMODE_ACTION5', 0.0034088619077565774)","('BARO2_WCF_LFT', 0.0046567277596565315)","('FHLD_BRAKE_RATE', 0.005490018758750215)","('BATT4_CRT_VOLT', 0.0009536120331113951)","('BATT3_CRT_VOLT', 0.0012777954965846883)","('LOIT_BRK_ACCEL', 0.0008418535295819929)","('BATT9_LOW_TIMER', 0.002646256110028)","('H_DUAL_MODE', 0.0040622242322363444)","('EK2_MAG_MASK', 0.017300695711741088)","('GPS_MB1_OFS_X', 0.001100552680310951)","('RNGFND1_PIN', 0.0002316934318953301)","('ACRO_TRAINER', 0.003992169789494571)","('PLND_ACC_P_NSE', 0.0020729389849979407)","('WPNAV_TER_MARGIN', 0.005728748221660029)","('OSD3_AVGCELLV_EN', 0.004594385397298617)","('OSD3_BAT2USED_EN', 0.02037742885949212)"
26,"('RNGFND9_WSP_MAVG', 0.0016058373691323347)","('OSD2_HOMEDIST_EN', 0.003220650100904776)","('RNGFND2_WSP_MAVG', 0.0014015582772274326)","('OSD1_HOME_EN', 0.008174224248664097)","('H_FLYBAR_MODE', 0.005965602986704011)","('COMPASS_EXTERN2', 0.00286717032533379)","('BATT8_LOW_TIMER', 0.0011746855911434206)","('RNGFND1_GNDCLEAR', 0.0019299334042361949)","('BARO3_WCF_ENABLE', 0.0025616492654687573)","('H_CYC_MAX', 0.0009239489034236215)","('PILOT_Y_EXPO', 0.003400085264293584)","('AUTO_OPTIONS', 0.008450531556170149)","('AVOID_BACKUP_DZ', 0.0029676734885324407)","('AHRS_TRIM_X', 0.0020938363635165658)","('TMODE_ACTION6', 0.003405131982557319)","('BARO3_WCF_LFT', 0.0046567277596565315)","('RCMAP_ROLL', 0.005103145738093562)","('BATT5_CRT_VOLT', 0.0009536120331113951)","('BATT4_CRT_VOLT', 0.0012777954965846883)","('TMODE_TRIM_AUTO', 0.000806750190701977)","('BATT_LOW_TIMER', 0.002646256110028)","('EK3_OGNM_TEST_SF', 0.0035031787552516347)","('EK3_MAG_MASK', 0.017300695711741088)","('GPS_MB2_OFS_X', 0.001100552680310951)","('RNGFND2_PIN', 0.0002316934318953301)","('PILOT_Y_RATE', 0.0037947420071949844)","('INS_HNTC2_FM_RAT', 0.00203165896439661)","('MOT_SAFE_TIME', 0.005696365939965253)","('OSD4_AVGCELLV_EN', 0.004594385397298617)","('OSD4_BAT2USED_EN', 0.02037742885949212)"
